id	group_1_sample_10_SRR988501_PE	group_1_sample_11_SRR988500_PE	group_1_sample_12_SRR988499_PE	group_1_sample_1_SRR988510_PE	group_1_sample_2_SRR988509_PE	group_1_sample_3_SRR988508_PE	group_1_sample_4_SRR988507_PE	group_1_sample_5_SRR988506_PE	group_1_sample_6_SRR988505_PE	group_1_sample_7_SRR988504_PE	group_1_sample_8_SRR988503_PE	group_1_sample_9_SRR988502_PE
ENSG00000228653.2	3.00	0.00	0.00	1.00	3.00	1.00	12.00	0.00	2.00	1.00	10.00	0.00
ENSG00000228655.5	41.00	9.00	46.00	50.00	22.00	14.00	54.00	12.00	43.00	4.00	48.00	3.00
ENSG00000228657.1	10.00	0.00	1.00	2.00	3.00	0.00	0.00	1.00	1.00	0.00	4.00	1.00
ENSG00000228661.1	0.00	1.00	7.00	0.00	0.00	1.00	9.00	1.00	0.00	0.00	0.00	3.00
ENSG00000228663.1	98.00	9.00	93.00	54.00	47.00	14.00	41.00	26.00	52.00	12.00	96.00	10.00
ENSG00000228664.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228665.2	2.00	0.00	0.00	3.00	3.00	0.00	17.01	7.00	3.00	1.00	0.00	1.00
ENSG00000228668.1	1.76	0.33	2.13	2.77	2.56	0.00	4.94	0.00	0.00	0.00	1.61	0.00
ENSG00000228670.4	6.00	0.00	7.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00
ENSG00000228672.3	62.00	0.00	8.00	14.00	1.00	7.00	21.00	12.00	10.00	0.00	20.00	0.00
ENSG00000228674.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
ENSG00000228677.1	3.00	0.00	5.00	1.00	5.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00
ENSG00000228679.1	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228681.1	3.00	2.00	3.00	4.03	3.00	0.00	6.00	1.00	3.00	1.00	6.00	2.00
ENSG00000228686.2	58.00	9.00	47.00	67.00	50.00	25.00	51.00	22.00	66.00	5.00	103.00	21.00
ENSG00000228689.6	1.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	2.00	0.00	1.00	0.00
ENSG00000228692.2	1.00	0.00	0.00	7.00	2.00	1.00	0.00	4.00	6.00	0.00	7.00	3.00
ENSG00000228694.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
ENSG00000228695.8	5.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	1.00
ENSG00000228696.7	109.52	18.13	148.22	50.27	80.11	48.30	202.65	42.92	45.33	6.16	96.25	22.84
ENSG00000228697.1	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000228700.1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228701.1	0.00	2.00	1.00	0.00	0.00	9.00	4.00	0.00	0.00	1.00	0.00	3.00
ENSG00000228702.1	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	3.00	0.00	0.00	1.00
ENSG00000228703.1	1.52	0.00	0.00	5.34	2.21	0.00	0.00	1.09	3.59	0.00	3.27	1.00
ENSG00000228705.1	3.00	0.00	1.00	0.00	1.00	0.00	1.00	0.00	5.00	0.00	0.00	0.00
ENSG00000228709.1	0.00	0.00	0.00	0.00	5.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
ENSG00000228716.5	282.33	96.23	291.43	242.35	210.00	100.05	358.33	256.46	156.16	63.75	284.09	68.02
ENSG00000228719.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00
ENSG00000228723.5	4.00	0.00	1.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228725.3	3.12	0.00	1.09	5.09	4.96	1.99	1.00	4.02	9.02	0.00	6.73	2.09
ENSG00000228727.7	2.00	4.00	0.00	4.00	2.09	1.85	23.62	3.46	1.00	0.00	1.00	0.00
ENSG00000228728.1	2.00	0.00	7.00	14.00	8.00	2.00	9.00	2.00	8.00	0.00	9.00	0.00
ENSG00000228730.1	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSG00000228737.2	1.30	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228741.2	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228744.1	6.00	1.00	4.00	3.00	1.00	0.00	7.00	0.00	0.00	0.00	6.00	0.00
ENSG00000228748.2	3.63	2.95	5.85	20.25	34.08	3.79	86.32	7.68	15.23	5.00	41.95	1.18
ENSG00000228750.4	0.00	1.00	0.00	1.00	3.00	0.00	0.00	0.00	0.00	0.00	2.01	0.00
ENSG00000228751.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000228753.1	0.00	0.00	3.00	3.00	3.00	1.00	4.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228754.1	4.00	0.00	4.00	3.00	2.00	3.00	6.00	0.00	5.00	1.00	13.00	0.00
ENSG00000228755.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.19	0.00	0.00	0.00
ENSG00000228759.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000228763.1	0.00	0.00	3.00	1.00	1.00	0.00	2.00	0.00	2.00	0.00	0.00	1.00
ENSG00000228764.1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228766.3	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
ENSG00000228768.1	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228770.1	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00
ENSG00000228775.6	7.00	3.00	8.00	2.00	17.00	8.00	12.00	4.00	16.48	0.00	31.00	0.00
ENSG00000228779.1	4.00	0.00	0.00	2.00	7.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228781.1	1.00	0.00	0.00	1.00	0.00	0.00	2.00	0.00	0.00	0.00	1.00	1.00
ENSG00000228782.6	23.57	6.09	25.19	28.68	39.93	11.97	20.93	9.53	18.14	5.00	19.52	2.92
ENSG00000228784.6	100.93	36.00	248.81	114.00	227.10	74.00	125.00	113.00	141.98	28.00	278.60	11.00
ENSG00000228786.4	10.79	3.26	30.15	30.13	10.59	5.73	10.41	18.98	17.96	3.46	41.60	17.53
ENSG00000228789.5	4.00	1.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
ENSG00000228791.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00
ENSG00000228793.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00
ENSG00000228794.7	914.48	69.97	355.33	611.11	381.06	321.90	775.20	427.46	324.05	157.11	739.55	215.44
ENSG00000228800.1	1.00	0.00	1.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228801.5	38.00	6.00	14.00	9.00	8.00	6.00	20.00	5.95	6.00	1.00	17.00	4.00
ENSG00000228802.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.24	1.04	1.17	1.27
ENSG00000228803.1	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00
ENSG00000228804.4	2.02	0.00	2.02	0.00	0.00	0.00	1.01	4.03	1.01	0.00	2.01	1.01
ENSG00000228807.1	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228808.1	0.00	0.00	7.00	1.00	5.00	0.00	3.00	0.00	0.00	0.00	7.00	0.00
ENSG00000228809.2	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	4.00
ENSG00000228810.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228816.1	5.00	0.00	10.00	3.00	4.00	1.00	11.00	0.00	10.00	2.00	10.00	0.00
ENSG00000228817.4	30.00	5.00	24.00	29.00	41.00	2.00	5.00	6.00	15.00	1.00	16.00	4.00
ENSG00000228818.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.01	0.00	0.00	0.00
ENSG00000228820.2	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228824.5	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228826.2	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228828.1	98.00	5.00	79.00	37.00	25.00	9.00	58.00	16.00	19.00	5.00	51.00	6.00
ENSG00000228830.1	1.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228834.1	11.00	0.00	0.00	0.00	2.00	2.00	4.00	0.00	4.00	0.00	5.00	3.00
ENSG00000228835.1	11.00	0.00	61.98	11.00	1.00	2.00	8.00	5.00	2.00	1.00	15.00	0.00
ENSG00000228838.1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
ENSG00000228839.4	59.00	3.00	26.00	17.00	24.00	8.00	19.00	12.00	27.00	3.00	45.00	10.00
ENSG00000228842.3	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228843.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
ENSG00000228844.1	0.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSG00000228847.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
ENSG00000228848.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00
ENSG00000228852.5	30.00	0.00	17.00	20.00	7.00	0.00	24.00	3.00	6.00	0.00	16.00	4.00
ENSG00000228853.1	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228857.2	15.00	0.00	0.00	0.00	5.00	0.00	1.00	8.00	1.00	1.00	1.00	1.00
ENSG00000228862.3	16.97	1.02	16.56	13.65	15.96	1.24	21.50	4.20	9.87	0.00	24.71	6.78
ENSG00000228863.7	532.47	176.58	623.92	548.46	357.52	276.01	450.16	517.95	396.05	157.80	695.09	195.98
ENSG00000228869.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000228872.2	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228878.6	34.00	2.00	7.00	15.00	48.00	5.00	9.00	10.00	9.00	4.00	51.00	1.00
ENSG00000228879.1	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228882.1	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.93
ENSG00000228884.2	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228886.1	0.00	0.00	0.00	0.00	0.00	2.00	1.00	1.00	0.00	0.00	2.00	0.00
ENSG00000228887.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228889.5	13.00	9.00	152.00	24.00	34.00	12.00	18.00	12.00	15.00	1.00	12.00	4.00
ENSG00000228897.1	0.00	0.00	1.31	0.00	1.01	3.66	0.00	1.00	4.50	2.00	14.21	0.00
ENSG00000228903.5	67.40	6.12	67.55	19.37	24.14	8.97	13.87	18.01	43.25	0.00	46.32	8.93
ENSG00000228906.1	9.00	0.00	22.00	4.00	4.00	1.00	14.00	8.00	12.00	1.00	11.00	1.00
ENSG00000228914.1	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228915.3	43.93	2.01	11.00	38.00	19.95	10.00	16.00	13.00	43.09	5.00	38.00	2.41
ENSG00000228918.3	2.00	1.00	2.00	2.00	2.00	1.00	1.66	1.00	2.00	3.00	5.00	0.00
ENSG00000228925.1	11.56	1.00	3.83	8.71	18.00	2.56	26.24	4.82	8.00	0.00	7.02	2.00
ENSG00000228929.1	7.02	1.00	11.05	15.10	4.01	3.01	21.15	6.23	9.21	4.01	7.02	4.01
ENSG00000228933.6	0.00	0.00	1.01	0.00	0.79	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228937.1	0.00	1.00	0.00	0.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000228939.1	4.00	0.00	1.00	2.00	2.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000228941.1	1.00	0.00	0.00	1.00	3.01	0.00	1.00	0.00	0.00	0.00	0.00	1.00
ENSG00000228948.2	0.00	0.00	0.00	0.00	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228955.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228956.7	561.00	34.00	367.72	374.00	416.00	172.00	523.00	137.00	345.00	73.00	488.00	102.00
ENSG00000228959.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000228960.5	57.39	3.00	162.63	210.45	148.46	0.00	211.90	36.54	89.21	0.00	142.53	16.36
ENSG00000228961.1	0.00	0.00	1.00	4.00	5.00	0.00	8.00	0.00	1.00	0.00	2.00	0.00
ENSG00000228962.1	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	1.00	0.00	1.00	0.00
ENSG00000228966.2	2.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000228976.1	7.00	0.00	15.00	7.00	6.00	0.00	6.00	2.00	2.00	1.00	22.00	1.00
ENSG00000228980.3	6.29	0.00	14.68	7.84	14.88	1.60	10.19	0.00	6.14	0.00	8.70	4.50
ENSG00000228981.3	8.80	0.00	2.00	3.00	5.01	0.00	0.00	0.46	7.03	0.00	3.94	0.00
ENSG00000228986.1	0.00	1.00	0.00	0.00	5.00	0.00	3.00	0.00	3.00	0.00	0.00	8.00
ENSG00000228988.1	3.00	0.00	4.00	6.00	1.00	1.00	1.00	0.00	0.00	1.00	6.00	0.00
ENSG00000228989.1	13.07	0.00	3.01	7.02	9.00	3.00	6.00	3.00	4.00	3.00	14.00	2.00
ENSG00000228992.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	1.00
ENSG00000228995.1	0.00	0.00	2.00	11.00	1.00	1.00	21.00	0.00	1.00	0.00	4.00	0.00
ENSG00000228998.4	0.00	0.75	0.00	0.00	0.00	0.00	9.11	9.11	2.47	0.00	1.08	0.00
ENSG00000229000.1	4.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000229001.1	0.00	0.00	2.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000229007.1	12.00	0.00	47.82	14.02	41.60	2.01	4.73	2.43	3.00	0.00	6.00	0.00
ENSG00000229010.1	0.00	0.00	4.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
ENSG00000229014.3	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000229015.1	1.00	1.00	4.00	1.00	2.00	1.00	4.00	1.00	1.00	1.00	5.00	0.00
ENSG00000229016.1	6.00	2.00	0.00	4.00	12.00	1.00	8.00	0.00	1.00	0.00	12.00	2.00
ENSG00000229017.5	4.00	2.00	16.00	15.00	19.00	5.00	4.00	7.00	42.00	1.00	13.00	6.00
ENSG00000229018.5	21.05	4.48	4.31	8.72	5.99	2.41	19.08	1.45	9.94	4.05	7.13	1.05
ENSG00000229019.1	0.00	0.00	0.00	6.00	3.00	0.00	4.00	1.00	29.00	0.00	2.00	0.00
ENSG00000229021.2	4.00	1.00	13.00	4.00	14.00	5.00	13.00	3.00	4.00	1.00	18.00	3.00
ENSG00000229022.1	6.00	0.00	2.00	3.00	3.00	4.00	1.00	1.00	0.00	2.00	0.00	1.00
ENSG00000229023.1	12.00	4.00	5.00	7.00	11.00	13.00	2.00	8.00	6.00	0.00	6.00	10.00
ENSG00000229025.1	1.00	0.00	1.00	0.00	2.00	0.00	0.63	0.00	3.00	0.00	2.01	0.00
ENSG00000229029.2	34.00	1.00	14.00	12.00	2.00	5.00	10.00	2.00	6.00	1.00	19.00	4.00
ENSG00000229031.1	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.85	0.00	2.00	1.00
ENSG00000229036.6	117.22	14.61	160.94	73.79	72.84	28.13	137.87	55.95	84.46	12.00	121.33	39.26
ENSG00000229043.2	16.00	1.00	18.00	2.00	31.00	4.00	28.00	9.00	1.00	3.00	40.00	8.00
ENSG00000229044.1	0.00	0.00	2.00	0.00	4.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00
ENSG00000229046.1	3.00	0.00	31.00	6.00	9.00	2.00	24.00	3.00	5.00	0.00	5.00	0.00
ENSG00000229048.5	3.00	1.00	5.00	5.00	9.00	3.00	2.00	5.00	3.00	0.00	3.00	1.00
ENSG00000229052.2	95.07	3.00	99.04	77.05	183.00	15.00	108.00	15.00	63.00	5.00	100.00	2.00
ENSG00000229054.1	0.00	0.00	1.00	0.00	1.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
ENSG00000229056.2	23.00	4.00	30.00	18.00	17.00	4.00	14.00	18.00	12.00	12.00	20.00	6.00
ENSG00000229065.1	34.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00	0.00	0.00
ENSG00000229083.1	0.00	0.00	0.00	2.00	2.00	0.00	1.01	0.00	0.00	0.00	2.00	0.00
ENSG00000229087.1	0.00	0.00	2.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000229088.1	1.00	0.00	0.00	0.00	0.00	0.00	3.00	1.00	0.00	0.00	0.00	2.00
ENSG00000229089.5	14.86	0.00	112.96	59.91	52.25	2.97	2.42	2.23	41.22	10.43	73.63	0.00
ENSG00000229090.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000229091.2	1.01	0.00	1.00	4.00	2.00	2.00	2.00	1.00	0.00	1.00	1.00	3.00
ENSG00000229092.2	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00	1.00	0.00	1.00	0.00
ENSG00000229093.1	2.00	1.00	0.00	4.00	5.00	5.00	1.00	9.00	0.00	0.00	4.00	2.00
ENSG00000229097.1	18.07	3.80	16.03	20.11	33.95	4.02	24.17	13.04	15.11	4.01	33.16	8.55
ENSG00000229105.1	2.00	0.00	0.00	1.00	2.00	0.00	1.00	0.00	1.00	0.00	3.00	0.00
ENSG00000229106.1	6.00	0.00	2.00	3.00	4.00	3.00	0.00	1.00	0.00	0.00	2.00	0.00
ENSG00000229107.2	0.00	0.00	1.15	0.00	0.00	1.16	0.00	0.00	0.00	0.00	1.92	0.00
ENSG00000229109.1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000229110.1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000229111.1	2.10	0.00	1.00	0.00	1.03	0.00	1.02	0.00	1.11	0.00	0.00	0.00
ENSG00000229112.1	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000229117.7	18306.15	2004.74	13404.71	12230.02	5596.40	2953.30	17247.84	13587.00	8878.34	3517.47	11940.01	4324.88
ENSG00000229118.1	10.00	2.00	3.00	0.00	7.00	0.00	5.00	2.00	1.00	5.00	3.00	1.00
ENSG00000229119.3	0.00	0.53	0.00	0.00	0.00	0.00	0.00	3.87	0.00	0.35	0.00	0.00
ENSG00000229120.2	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000229122.1	2.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000229124.5	137.41	79.00	196.08	167.46	112.00	75.34	158.00	99.66	109.00	35.00	137.85	66.45
ENSG00000229127.1	430.00	55.00	306.00	269.00	308.00	102.00	428.00	101.00	270.00	49.00	386.66	57.00
ENSG00000229132.2	1.01	0.00	0.00	1.01	2.03	1.01	0.00	0.00	0.00	0.00	2.02	0.00
ENSG00000229140.7	0.00	1.00	8.00	3.00	8.00	2.00	0.00	0.00	0.00	0.00	1.00	2.00
ENSG00000229142.1	0.00	0.00	1.00	0.00	0.00	0.86	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000229145.1	0.00	0.00	0.00	0.00	1.00	0.00	0.99	0.00	1.00	0.00	0.00	0.00
ENSG00000229147.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000229151.1	6.00	1.00	1.00	6.00	2.00	2.00	5.00	0.00	9.00	0.00	5.00	0.00
ENSG00000229152.2	69.00	27.00	93.00	104.00	83.00	18.00	79.00	36.00	65.00	17.00	111.00	18.00
ENSG00000229153.4	127.05	22.00	138.00	156.98	183.74	69.00	186.00	83.77	104.80	29.00	157.00	27.97
ENSG00000229154.1	4.00	0.00	5.00	4.00	2.00	0.00	0.00	1.00	9.00	1.00	19.00	1.00
ENSG00000229161.2	0.00	0.00	0.00	2.00	0.00	0.00	0.00	2.00	0.00	1.00	0.00	0.00
ENSG00000229162.1	6.00	1.00	29.00	2.00	12.00	0.00	0.00	1.00	0.00	0.00	7.00	1.00
ENSG00000229165.1	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00
ENSG00000229169.1	2.00	0.00	0.00	3.00	4.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000229172.1	18.29	2.02	18.67	10.12	9.88	3.93	14.71	3.62	9.45	1.12	19.24	3.71
ENSG00000229173.1	9.00	0.00	0.00	6.00	2.00	1.00	0.00	5.00	7.00	2.00	4.00	0.00
ENSG00000229178.1	31.51	0.00	52.73	26.98	6.00	8.00	5.82	6.99	16.00	3.00	47.86	5.00
ENSG00000229180.5	342.39	14.00	138.96	95.77	364.36	25.00	81.40	36.99	62.57	16.00	122.67	38.84
ENSG00000229183.7	12.51	0.00	5.39	3.34	6.35	0.00	11.22	1.84	14.07	0.00	0.50	0.00
ENSG00000229184.2	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000229190.1	7.00	1.00	5.00	12.00	3.00	0.00	3.00	4.00	0.00	0.00	6.00	0.00
ENSG00000229191.1	23.00	4.00	21.00	10.00	0.00	9.00	7.00	18.00	9.00	17.00	13.00	1.00
ENSG00000229195.1	3.53	0.00	0.00	3.61	0.00	1.00	0.00	0.00	0.00	0.00	3.00	0.00
ENSG00000229196.3	0.00	0.00	0.00	1.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000229203.1	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000229207.1	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000229209.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000229212.6	2.15	0.00	0.00	0.00	0.00	0.00	1.04	0.00	0.00	0.00	1.00	0.00
ENSG00000229217.1	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSG00000229222.1	15.00	4.00	3.00	9.00	12.00	7.00	3.00	13.00	2.00	5.00	14.00	7.00
ENSG00000229227.7	31.01	2.85	34.29	17.82	18.02	6.00	25.06	8.01	18.92	2.00	15.92	5.00
ENSG00000229228.1	7.00	0.00	0.00	4.00	7.00	2.00	1.00	1.00	0.00	0.00	0.00	0.00
ENSG00000229230.3	0.89	0.00	0.00	1.00	1.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000229236.1	0.00	0.00	0.00	0.00	46.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000229237.2	0.00	0.00	2.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000229238.3	0.00	0.00	1.47	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000229240.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000229241.1	20.00	2.00	14.00	18.00	32.00	2.00	7.00	7.00	5.00	3.00	15.00	5.00
ENSG00000229243.1	0.00	0.00	0.00	1.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
ENSG00000229245.2	0.00	0.00	2.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000229254.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000229255.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000229256.1	2.00	0.00	36.83	1.00	2.00	1.00	1.01	0.00	1.04	0.00	2.65	3.01
ENSG00000229258.4	4.00	0.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000229259.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000229261.1	1.00	0.00	0.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
ENSG00000229267.2	3.00	0.00	1.00	4.00	0.99	5.00	3.00	10.00	9.00	0.00	3.00	0.00
ENSG00000229271.1	0.00	0.00	0.00	0.00	0.00	0.00	17.00	0.00	0.00	0.00	0.00	0.00
ENSG00000229273.1	3.39	0.00	2.17	1.74	0.00	0.00	5.01	0.99	0.90	0.12	3.36	2.00
ENSG00000229276.1	0.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	0.00	0.00	1.00	0.00
ENSG00000229291.1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000229292.1	0.00	0.00	6.14	1.00	0.00	1.75	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000229294.1	3.00	0.00	2.00	0.00	2.00	0.00	34.00	0.00	0.00	0.00	3.00	0.00
ENSG00000229297.1	1.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000229298.1	5.00	0.00	6.00	1.00	2.00	1.00	1.00	0.00	5.00	0.00	2.00	0.00
ENSG00000229299.2	8.00	0.00	0.00	0.00	0.00	0.00	11.38	0.00	0.00	0.00	0.00	0.00
ENSG00000229303.1	2.00	0.00	2.00	1.00	3.00	1.00	1.00	0.00	1.00	1.00	1.00	1.00
ENSG00000229308.1	4.88	1.93	1.37	0.73	3.64	2.55	3.86	2.08	0.00	0.00	2.25	0.00
