id	sample_12_SRR988499_PE	sample_10_SRR988501_PE	sample_8_SRR988503_PE	sample_6_SRR988505_PE	sample_4_SRR988507_PE	sample_11_SRR988500_PE	sample_9_SRR988502_PE	sample_7_SRR988504_PE	sample_5_SRR988506_PE	sample_3_SRR988508_PE	sample_2_SRR988509_PE	sample_1_SRR988510_PE
Group	Pre-challenge	Pre-challenge	Pre-challenge	Pre-challenge	Pre-challenge	Post-challenge	Post-challenge	Post-challenge	Post-challenge	Post-challenge	Unchallenged control	Unchallenged control
ENSG00000011451.16	5.52	2.06	2.95	3.77	1.51	0.73	1.02	1.66	0.79	1.53	5.13	1.9
ENSG00000011454.15	27.3	19.82	19.14	21.12	26.99	9.41	8.29	13.57	8.72	20.61	44.83	18.63
ENSG00000011465.15	0.07	0.57	0.12	0.72	0.08	0	0	0	0.7	0.26	2.16	0.17
ENSG00000011478.10	1.16	1.36	1.71	1.19	2.56	0.26	0.64	0.53	1.47	1.3	1.48	1.3
ENSG00000011485.13	8.84	21.86	16.22	8.5	10.72	6.53	6.43	16.66	6.71	12.74	18.31	9.47
ENSG00000011523.12	20.06	18.54	18.86	22.69	26.93	11.18	11.69	12.25	11.36	16.57	23.39	18.03
ENSG00000011566.13	5.01	6.58	7.11	3.14	12.18	5.23	3.26	4.46	4.1	9.34	11.12	5.8
ENSG00000011590.12	0.5	3.74	1.03	0.72	1.76	0.34	0.41	0.6	0.33	1.71	1.36	0.7
ENSG00000011600.10	3468.75	2865.98	3285.3	2281.54	1603.02	3654	3543.77	3448.92	3026.17	3081.22	1596.28	2749.54
ENSG00000011638.9	1.73	0.89	2.11	4.1	1.37	0.82	0.45	0.4	0.92	1.65	1.19	1.75
ENSG00000012048.18	4.71	7.16	5.12	6.35	5.88	9.9	7.13	6.73	6.37	7.76	5.56	4.98
ENSG00000012061.14	15.61	15.21	18.74	11.31	12.09	5.65	6.03	8.87	5.83	11.52	18.8	9.44
ENSG00000012124.13	20.91	23.95	18.2	8.15	14.34	5.28	5.43	7.66	5.33	14.83	31.91	8.12
ENSG00000012174.10	2.62	1.54	2.32	2.33	3.01	1.46	1.22	2.05	0.93	1.59	3.79	2.43
ENSG00000012211.11	5.58	3.72	1.39	3.45	0.96	0.66	1.23	0.8	0.45	1.72	2.4	1.97
ENSG00000012223.11	1.87	13.14	5.61	9.54	7.1	0.99	8.35	4.08	2.78	4.51	3.54	2.63
ENSG00000012232.7	8.09	9.86	7.7	6.81	6.4	2.98	3.52	1.25	2.2	3.13	9.12	3.52
ENSG00000012660.12	62.21	55.87	63.19	60.83	53.52	87.82	89.79	68.53	68.51	75.98	80.21	67.13
ENSG00000012779.9	86.95	74.69	72.96	60.85	33.25	29.91	38.57	40.99	31.95	33.16	66.58	80.17
ENSG00000012817.14	2.33	0	0.01	0	0	0	0	0	0	0.16	25.34	0
ENSG00000012822.14	122.54	97.61	82.89	80.76	121.86	45.25	39.61	51.86	44.24	56.83	99.94	89.19
ENSG00000012963.12	7.52	6.53	6.53	5.63	8.65	5.01	2.99	5.01	5.08	5.53	9.78	6.38
ENSG00000012983.10	11.07	15.29	14.07	11.57	27.32	13.64	16.49	24.66	16.02	14.95	26.95	18.72
ENSG00000013016.13	6.76	6.09	6.71	6.27	7.74	4.2	2.86	3.64	3.94	3.46	9.34	4.12
ENSG00000013275.6	27.68	20.08	20.66	16.51	36.37	17.84	14.57	34.43	17.5	23.81	20.8	19.81
ENSG00000013288.7	5.71	5.69	6.7	4.55	5.57	3.57	4.25	3.93	2.99	4.82	7.85	4.42
ENSG00000013297.9	2.58	1.68	0.93	1.53	1.84	0.56	0.56	1.21	0.84	1.56	1.18	1.31
ENSG00000013306.14	482.84	1257.72	955.29	871.15	379.66	876.41	1136.89	809.88	1264.99	903.08	333.12	768.37
ENSG00000013364.17	28.22	28.94	16.13	14.92	20.03	29.4	31.45	26.89	22.81	24.56	38.83	27.25
ENSG00000013374.14	161.38	153.2	150.9	129.61	173.89	417.51	314.49	377.64	351.49	406.23	103.31	178.14
ENSG00000013375.14	5.05	30.17	5.79	4.43	9.14	1.39	2.32	7.34	2.4	4.48	9.48	7.64
ENSG00000013392.7	1.17	0.72	0.61	0.79	1.46	0.63	0.44	0.24	0.32	0.67	0.62	0.45
ENSG00000013441.14	121.27	97.2	75.68	110.3	116.91	94.51	108.68	77.91	76	66.82	93.76	123.82
ENSG00000013503.8	5.36	6.67	15.05	6.45	8.08	5.09	3.53	2	3.49	7.77	10.68	7.07
ENSG00000013523.8	7.76	7.83	4.13	4.03	9.68	1.04	1.28	4.94	1.66	3.51	14.25	5.15
ENSG00000013561.16	10.54	18.68	7.89	10.93	20.26	17.4	17.34	28.99	16.38	7.25	18.17	35.63
ENSG00000013563.12	12.24	13.39	8.4	7.69	10.02	9.27	5.43	10.02	5	5.51	8.55	13.54
ENSG00000013573.15	3.92	11.75	6.56	2.6	3.67	1.82	3.16	2.07	1.05	1.67	4.79	4.84
ENSG00000013583.7	2.03	3.23	5.51	10.84	2.11	7.74	12.62	2.02	17.78	12.27	8.26	1.8
ENSG00000013619.12	0.65	0.14	0.44	0.99	0.25	0.4	0.51	0.24	0.83	1.74	0.14	0.86
ENSG00000013725.13	40.88	48.33	24.85	27.6	47.2	6.84	3.7	31.75	8.25	13.73	32.25	27.62
ENSG00000013810.17	22.24	24.86	35.66	26.13	10.69	10.55	20.27	9.84	9.89	15.67	22.01	11.26
ENSG00000014123.9	12.09	12.8	10.42	8.58	18.66	10.65	8.42	16.44	7.06	10.98	15.64	13.39
ENSG00000014138.7	19.48	27.49	25.79	47.39	28.56	14.38	14.74	19.91	18.86	20.97	28.84	19.17
ENSG00000014164.6	1.65	4.93	4.03	2.93	1.05	3.61	4.73	0.96	4.55	4.19	2.87	1.74
ENSG00000014216.14	20.89	27.73	26.03	20.56	23.04	12.98	23.62	30.71	21.54	34.49	32.4	19.78
ENSG00000014257.14	40.24	22.79	25.18	25.03	13.94	15.68	16.7	19.92	14.53	25.5	42.65	32.69
ENSG00000014641.16	32.28	41.95	21.5	24.13	54.14	31.19	21.36	36.24	20.94	27.21	42.88	25.54
ENSG00000014824.12	84.07	62.88	52.07	47.43	92.18	49.85	47.04	79.77	27.4	46.81	69.39	66.25
ENSG00000014914.18	6.27	10.63	11.18	7.09	14.08	17.4	10.46	19.89	11.53	17.39	14.51	14.77
ENSG00000014919.11	20.02	14.58	16.1	9.8	18.69	9.2	9.38	11.34	12.27	12.75	24	15.22
ENSG00000015133.17	35.96	39.79	27.35	22.33	42.06	17.77	13.5	17.07	14.44	25.98	75.5	26.67
ENSG00000015153.13	23.15	14.88	18.26	22.36	26.08	15.62	11.67	9.3	11.31	17.76	27.44	17.44
ENSG00000015171.17	14.98	12.69	9.92	8.49	19.31	5.83	4.85	13.57	5.54	8.29	16.63	15.35
ENSG00000015285.9	122.2	123.07	127.36	122.31	89.43	74.12	103.87	90.64	113.46	101.59	110.81	129.81
ENSG00000015475.17	95.24	75.61	57.91	40.66	57.52	115.46	103.61	139.75	60.6	88.63	32.37	75.75
ENSG00000015479.16	129.25	95.38	67.1	100.97	181.14	76.71	67.4	113.58	56.42	85.73	155.01	109.73
ENSG00000015532.8	3.86	3.85	2.97	1.95	2.55	0.76	0.26	0.69	1.03	1.18	3.43	1.63
ENSG00000015568.11	35.72	35.11	8.75	13.33	10.12	20.34	5.4	3.27	5.55	3.92	13.16	8.31
ENSG00000015676.16	16.02	11.38	8.57	9.57	15.2	3.99	4.1	7.76	4.09	8.14	13.43	10.66
ENSG00000016864.15	14.77	17.49	11.27	12.65	24.27	6.62	8.58	12.54	5.76	11.16	16.23	18.85
ENSG00000017260.18	19.14	17.17	15.94	28.98	23.13	10.26	18.33	29.12	15.72	13.44	19.42	25.22
ENSG00000017483.13	6.05	11.58	9.93	4.74	7.99	11.36	18.69	5.39	5.91	10	3.4	13.67
ENSG00000017797.10	34.62	36.6	44.16	34.84	41.56	19.5	45.1	38.96	35.33	28.64	63.44	63.42
ENSG00000018189.11	8.62	11.19	8.92	8.06	13.17	15.36	9.6	11.99	6.4	13.1	17.08	12.28
ENSG00000018280.15	181.96	198.36	210.89	156.73	59.46	59.44	65.55	45.95	68.41	71.17	125.3	279.25
ENSG00000018510.11	10.57	11.58	10.76	9.21	19.65	8.34	8.25	10.67	5.24	9.45	20.14	13.93
ENSG00000018610.12	2.44	2.52	2.5	2.08	4.75	0.56	0.95	3.04	1.17	2.34	2.24	2.95
ENSG00000018699.10	22.64	22.27	19.43	14.21	24.85	2.66	10.89	15.55	11.29	20.89	14.07	20.72
ENSG00000018869.15	1.74	2.79	1.37	3	5.54	0.79	2.18	1.38	1.3	2.7	1.18	2.35
ENSG00000019102.10	0.29	0.28	1.14	1.67	0.21	0	0.43	0	0.35	0	0.95	1.15
ENSG00000019169.10	0.54	0.31	0.41	0.05	0.4	1.15	0.06	0	0.28	0.51	0.45	1.04
ENSG00000019485.11	1.27	2.43	1.34	0.99	1.75	0.55	0.27	0.81	0.41	1.15	2.27	0.93
ENSG00000019582.13	1227.63	1397.12	1001.45	629.98	1160.6	950.55	1095.42	2484.28	1107.74	1535.8	1537.14	1170.51
ENSG00000019991.14	3.91	2.91	3.76	2.13	8.03	3.97	3.82	3.31	2.26	4	6.77	7.91
ENSG00000019995.6	10.66	13.26	7.78	10.54	9.99	7	7.98	6.4	6.42	6.74	8.37	15.62
ENSG00000020129.14	3.17	5.97	2.94	1.69	3.43	1.44	1.53	2.02	1.91	2.71	6.65	2.21
ENSG00000020181.16	0.85	1.49	0.65	0.4	1.38	0.61	0.25	0.38	0.16	0.41	0.59	0.52
ENSG00000020256.18	5.97	3.15	3.82	2.19	3.42	1.26	2.45	1.76	1.07	3.25	3.61	2.04
ENSG00000020426.9	36.03	16.32	9.73	18.04	35.09	9.44	8.03	23.94	8.38	11.16	17.44	21.57
ENSG00000020577.12	0.99	1.17	0.75	1.33	1.64	8.63	7.95	6.44	4.09	6.28	1.43	0.94
ENSG00000020633.17	11.02	23.36	12.88	15.43	32.71	3.47	8.41	10.35	5.05	14.36	45.36	11.25
ENSG00000020922.11	12.51	9.45	10.01	13.34	19.04	7.13	4.48	12.21	4.9	6.73	8.65	10.25
ENSG00000021300.12	5.04	4.35	2.84	2.37	2.16	0.38	1.73	1.41	0.34	2.29	7.26	2.86
ENSG00000021355.11	39.9	32.05	42.68	36.93	41.35	92.15	51.52	49.68	48.11	61.7	28.32	58.85
ENSG00000021574.10	32.79	23.43	24.34	21.79	38.29	24.6	16.97	26.51	22.17	20.31	32.9	36.23
ENSG00000021762.18	4.95	8.79	5.12	3.94	10	2.13	4.35	4.35	1.67	4.15	9.96	2.89
ENSG00000021776.9	27.38	26.58	20.48	21.79	33.09	11.99	11.8	18.15	11.48	20.2	29.78	25.81
ENSG00000022267.15	2.86	4.17	5.95	9.54	5.73	4.05	1.97	4.85	4.61	5.88	4.72	7.07
ENSG00000022277.11	42.49	42.33	48.54	33.49	44.47	58.71	39.08	48.31	37.49	49.39	41.46	51.32
ENSG00000022556.14	4.92	8.68	1.05	2.16	1.28	1.45	3.77	0	2.25	0.83	2.7	1.25
ENSG00000022567.8	28.38	16.72	26.26	26.6	10.16	9.86	9.89	10.23	12.13	7.89	14.6	11.92
ENSG00000022840.14	50.72	47.2	70.98	89.07	28.59	59.2	84.18	38.3	87.19	62.91	66.76	81.42
ENSG00000022976.14	2.65	1.31	1.68	1.48	1.24	0.39	0.59	0.63	0.7	1.12	3.64	1.84
ENSG00000023041.10	41.46	34.73	36.65	33.69	39.69	29.28	26.7	25.16	27.39	37.13	38.04	35.49
ENSG00000023171.13	4.77	5.45	4.4	3	4.51	12.1	46.24	8.52	29.74	13.46	8.73	3.63
ENSG00000023191.15	9.11	10.58	8.06	7.41	11.14	7.12	8.08	14.53	6.52	8.86	14.92	12
ENSG00000023228.12	11.74	8.33	8.01	6.25	13.91	10.05	5.81	9.54	5.46	8.42	13.4	11.13
ENSG00000023287.11	61.33	39.03	36.07	42.76	48.82	51.84	38.98	35.01	37.51	34.54	43	48.31
ENSG00000023318.7	16.17	11.68	11.2	10.39	14.06	15.73	13.62	15.28	10.88	16.48	17.09	12.5
ENSG00000023330.13	21.92	25.14	13.29	10.96	21.68	11.24	31.34	25.05	11.49	15.76	32.64	17.92
ENSG00000023445.12	42.75	31.27	26.69	29.56	49.38	45.1	52.83	65.77	34.24	49.07	47.81	44.64
ENSG00000023516.8	16.72	15.13	14.16	17.55	22.47	8.14	6.49	17.43	9.34	15.35	19.88	16.69
ENSG00000023572.7	0.58	1.55	1.53	1.56	4.63	2.29	1.26	2.72	1.41	2.44	2.22	1.92
ENSG00000023608.4	0.97	0.3	0.95	0.8	1.29	1.96	1.68	2.08	1.12	0.68	0.4	0.75
ENSG00000023697.11	9.8	9.24	6.65	7.14	14.62	9.68	6.78	18.13	8.3	11	6.92	9.85
ENSG00000023734.9	17.54	22.16	25.64	23.9	29.24	27.74	45.85	39.83	23.82	32.66	34.78	18.29
ENSG00000023839.9	1	0.33	0.49	0.79	0.45	0.2	0.55	0.63	0.51	0.18	0.31	0.67
ENSG00000023892.10	26.47	36.85	22.92	19.81	31.9	7.84	8.63	10.57	9.51	14.51	22.59	16.71
ENSG00000023902.12	73.93	69.76	48.37	36.18	61.27	70.27	60.46	79.97	63.06	72.11	62.42	39.62
ENSG00000023909.8	3.97	4.61	2.69	3.83	3.87	4.5	3.94	2.87	3.43	2.87	5.28	3.81
ENSG00000024048.9	52.43	34.15	38.1	37.24	40.06	33.49	27.95	26.39	31.28	31.66	47.34	41.23
ENSG00000024422.10	0.02	0.05	0	0.17	0	0	1.33	0	0.06	0	0.16	0
ENSG00000024526.15	0.15	0.15	0.17	0.2	0.76	0.36	0.52	2.31	0.56	0.72	0.1	0.46
ENSG00000024862.15	15.76	15.59	11.73	15.43	16.15	17.27	10.7	10.68	11.36	9.13	8.95	13.7
ENSG00000025039.13	9.86	5.79	5.69	7.19	4.53	6.5	2.7	7.12	4.77	3.62	5.37	7.19
ENSG00000025156.11	5.32	6.05	4.88	4.77	9.88	4.35	2.89	5.27	2.77	4.66	4.59	4.67
ENSG00000025293.14	30.07	21.05	33.46	34.92	27.06	17.16	20.39	12.68	17.62	23.72	35.32	18.5
ENSG00000025434.17	1.84	1.09	1.02	2.44	3.65	2.28	0.81	1.18	0.78	1.21	2.59	1.15
ENSG00000025708.11	44.65	60.39	48.31	36.19	29.56	76.29	66.93	77.7	47.01	65.51	39.21	51.13
ENSG00000025770.17	3.58	4.42	2.29	2.09	2.18	1.02	0.85	1.63	1.51	1.6	2.29	1.72
ENSG00000025772.7	5.56	3.75	3.76	3.26	3.84	2.81	4.84	1.72	2.42	3.71	4.8	3.88
ENSG00000025796.12	18.51	10.28	8.68	14.17	13.24	7.92	3.54	7.61	4.78	8.57	18.28	12.26
ENSG00000025800.12	20.42	12.89	12.75	16.36	13.36	8.2	6.72	7.78	12.37	13.77	17.55	18.34
ENSG00000026025.12	550.63	419.68	436.35	332.19	454.38	275.93	163.85	380.76	220	289.8	542.69	546.19
ENSG00000026103.18	61.76	37.49	46.95	55.51	61.97	260.4	176.99	123.6	193.56	145.02	55.17	68.74
ENSG00000026297.14	79.36	66.76	110.86	74.11	117.74	36.7	31.18	54.61	27.44	52.05	95	83.69
ENSG00000026508.15	217.56	160.08	552.01	516.1	232.4	301	359.37	115.98	397.77	541.74	394.83	245.36
ENSG00000026559.12	0.56	1.12	0.59	0.13	0.71	2.16	0.04	0.05	0.23	0.96	0.39	0.25
ENSG00000026652.12	5.3	5.7	4.44	7.55	10.28	2.8	2.49	0.83	1.67	4.61	10.41	7.53
ENSG00000026751.15	13.99	21.75	16.72	17.14	36.92	95.89	95.24	40.24	71.73	107.78	48.7	18.63
ENSG00000026950.15	101.81	96.59	76.89	61.16	157.12	150.41	149.25	128.16	109.46	165.7	120.69	63.71
ENSG00000027001.8	0.96	0.87	1.3	1.73	3.09	0.39	0.19	1.1	0.62	1.71	2.16	1.27
ENSG00000027075.12	198.64	292.51	137.96	144.43	380.4	69.87	53.67	85.79	78.23	117.69	218.87	186.2
ENSG00000027697.11	183.8	119.96	109.17	136.22	161.9	214.76	102.77	122.57	146.59	90.68	95.89	175.86
ENSG00000027847.12	12.01	3.58	6.7	9.75	3.76	15.01	6.72	10.17	11.52	4.88	17.8	4
ENSG00000027869.10	6.13	10.85	8.35	5.58	6.7	1.66	3.64	3.6	4.51	6.63	11.55	4.65
ENSG00000028116.15	8.14	9.15	7.22	5.97	14.47	33	16.59	26.69	17.38	19.68	11.31	12.12
ENSG00000028137.15	112.78	88.71	97.29	80.69	85.96	72.5	55.92	55.55	70.14	86.28	97.25	109.97
ENSG00000028203.16	42.47	53.9	36.42	47.57	45.86	28.65	25.33	108.75	18.67	31.96	69.33	64.94
ENSG00000028277.19	16.65	23.99	26.83	17.85	15.77	12.6	17.31	44.42	10.56	19.58	55.01	16.64
ENSG00000028310.16	11.83	8.86	4.76	4.41	6.93	1.38	1.99	6.92	1.65	3.49	10.78	5.91
ENSG00000028528.13	38.15	31.7	47.56	47.24	32.74	48.74	43.91	28.21	44.87	48.78	52.2	26.89
ENSG00000028839.8	30.64	32.03	29.15	33.79	40.15	92.19	59.47	47.3	66.97	56.18	35.46	51.78
ENSG00000029153.13	0.32	0.32	0.31	0.19	0.38	3.99	2.8	3.43	1.14	0.92	0.7	0.55
ENSG00000029363.14	246.13	203.29	156.05	180.39	229.34	139.16	100.13	195.5	102.2	164.96	196.35	216.77
ENSG00000029364.10	26.39	22.04	17.44	19.94	28.31	14.81	11.53	19.06	15.99	18.65	25.85	28.99
ENSG00000029534.18	6.77	10.72	7.3	5.62	3.13	13.81	13.19	6.48	8.02	6.26	5.71	9.62
ENSG00000029639.9	22.71	21.88	14	9.96	17.84	9.65	10.28	20.24	7.42	13.24	9.02	9.55
ENSG00000029725.15	20.24	20.45	19.09	20.25	21.49	11.5	15.15	19.1	12.51	15.98	22.06	21.88
ENSG00000029993.13	0.18	0.35	0.25	0.22	1.36	0.63	0.09	0.32	0.32	0.2	0.58	0.59
ENSG00000030066.12	16.64	11.13	12.02	14.14	22.68	6.42	8.04	9.15	6.67	12.47	25.91	13
ENSG00000030110.11	5.27	9.92	11.98	5.35	14.04	14.33	17.64	15.32	10.53	17.56	5.62	6.39
ENSG00000030419.15	22.51	21.58	10.38	13.22	32.55	7.23	5.07	9.74	5.44	8.32	26.75	13.59
ENSG00000030582.15	157.8	153.27	135.38	78.92	109.89	108.29	127.42	137.87	96.08	124.69	106.26	141.15
ENSG00000031003.9	35.5	25.31	29.46	31.71	34.03	27.92	19.45	17.49	21.39	27.06	35.71	25.79
ENSG00000031081.9	2.8	2.51	3.06	2.06	2.76	1.3	1.53	3.94	1.34	2.1	6.9	2.96
ENSG00000031691.6	0.45	0.59	1.16	1.27	1.54	1.6	2.5	2.24	1.58	0.26	1.71	0.97
ENSG00000031698.11	25.16	22.97	19.65	19.75	38.36	13.62	12.48	22.59	12.74	17.3	26.07	23.88
ENSG00000031823.13	36.42	43.81	37.48	32.77	25.64	20.05	23.07	37.95	17.84	30.53	39.16	34.33
ENSG00000032219.17	42.94	29.39	36.23	39.73	37.82	33.81	24	32.52	28.87	29.79	41.06	38.71
ENSG00000032389.11	9.4	2.93	3.77	1.91	5.7	3.92	2.14	4.56	3.8	5.33	2.3	4.34
ENSG00000032444.14	27.67	21.72	23.99	16.7	28.51	15.32	20.52	31.04	15.84	14.72	35.94	16.51
ENSG00000032742.16	5.56	3.79	5.51	4.56	4.6	3.3	0.86	2.69	2.4	1.89	4.59	5.17
ENSG00000033011.10	2.28	4.43	2.68	2.56	5.52	1.3	0.81	2.02	1.81	1.67	3.39	3.3
ENSG00000033030.12	23.93	13.67	15.61	17.59	30.3	9.94	9.25	14.74	9.2	14.49	35.31	19.27
ENSG00000033050.6	12.69	13.1	9.73	7.06	19	5.21	4.57	10.77	5.88	10.74	12.52	12.49
ENSG00000033100.13	10.04	10.24	5.9	5.44	7.87	3.25	3.59	5.58	3.5	6.73	8.52	6.66
ENSG00000033122.17	2.69	0.92	1.29	1.93	2.26	1.14	0.16	0.31	0.37	1.15	1.94	1.57
ENSG00000033170.15	13.15	20.68	16.04	12.73	23.27	4.91	7.75	11	9.07	10.37	20.79	15.77
ENSG00000033178.11	22.1	16.17	13.04	19.73	17.96	16.39	13.29	19.79	11.75	15.69	14.51	22.12
ENSG00000033327.11	76.4	61.32	62.87	69.25	49.08	27.26	38.98	37.12	42.29	42.63	33.69	62.49
ENSG00000033627.13	139.88	88.78	110.59	89.26	65.69	80.69	52.08	81.88	69.22	83.19	96.85	91.47
ENSG00000033800.12	149.27	120.07	129.96	129.12	129.8	110.44	82.54	108.08	112.73	120	122.98	142.68
ENSG00000033867.15	13.19	11.15	10.47	10.11	17.43	5.06	3.35	7.89	3.98	8.21	19.8	15.79
ENSG00000034053.13	7.89	15.28	6	4.49	18.55	2.57	1.99	4.54	1.3	4.71	7.4	3.99
ENSG00000034152.17	13.92	13.2	22.93	30.3	10.77	14.28	12.95	9.3	34.06	15.8	21.77	15.12
ENSG00000034510.5	1132.03	1090.82	738.71	641.59	1489.15	1619.91	1585.77	2384.31	1337.85	1778.06	933.43	843.88
ENSG00000034533.10	7.76	8.93	7.2	7.63	9.2	5.25	3.74	5.27	4.27	6.74	11.52	5.29
ENSG00000034677.10	53.52	47.81	38.58	38.37	63.28	50.65	29.64	41.91	34.75	38.58	58.66	51.36
ENSG00000034693.13	4.86	4.53	2.98	3.01	3.15	3.46	2.73	5.67	1.43	3.99	5.28	3.13
ENSG00000034713.6	63.79	94.08	121.93	117.55	77.8	157.21	153.53	90.27	174.8	121.69	80.42	87.91
ENSG00000035115.20	17.31	15.99	22.91	10.46	32.59	8.54	6.79	15.23	4.23	29.14	30.21	19.09
ENSG00000035141.6	10.94	13.31	8.79	9.25	15.2	4.9	7.88	13.75	5.86	8.84	10.78	10.56
ENSG00000035403.15	70.28	40.54	37.25	49.39	42.78	20.27	17.73	22.92	29.34	21.68	75.74	45.56
ENSG00000035499.11	1.05	0.27	0.39	1.01	2.76	0.9	1.58	1.42	3.52	0.75	3.13	1.69
ENSG00000035664.10	17.83	15.89	16.74	13.17	14.55	5.31	2.05	5.01	2.67	3.12	13.59	14.73
ENSG00000035681.6	54.45	55.37	31.83	40.86	56.96	20.54	17.76	23.45	28.36	16.78	46.43	53.59
ENSG00000035687.9	22.55	25.26	25.56	24.66	34.68	14.34	11.57	24.98	14.06	25.28	49.21	34.39
ENSG00000035720.6	15.02	14.75	8.67	8.13	10.97	11.14	6.73	18.47	6.62	14.03	7.15	7.03
ENSG00000035862.11	31.76	30.8	42.03	34.4	26.08	21.76	18.38	18.26	19.48	24.56	42.4	32.88
ENSG00000035928.13	43.94	40.53	19.94	15.22	35.97	16.78	15.71	30.89	16.99	16.9	29.65	35.4
ENSG00000036054.11	19.47	21.26	21.42	25.74	29.08	24.1	19.67	30.26	21.96	16.35	14.91	27.14
ENSG00000036257.11	100.46	60.09	67.73	75.56	116.99	66.01	40.22	59.56	53.52	74.9	96.15	75.94
ENSG00000036448.8	4.49	8.15	17.82	2.6	3.44	1.41	3.35	5.25	0.63	2.39	10.78	3.62
ENSG00000036549.11	16.28	16.64	14	13.36	28.55	6.34	4.35	16.6	7.63	8.51	21.75	16.93
ENSG00000037042.8	2.29	5.75	0.85	1.15	3.22	0.68	1.32	1.15	0.9	1.01	6.18	3.32
ENSG00000037241.6	4.56	2.13	1.5	2.25	7.81	4.12	5.81	3.33	2.56	2.22	1.8	2.77
ENSG00000037474.13	6.56	6.49	5.98	4.14	8.43	2.69	3.53	6.19	2.77	5.95	16.46	7.15
ENSG00000037637.9	8.33	8.25	6.46	5.51	7.04	4.05	1.99	5.68	2.76	4.92	11.09	7.29
ENSG00000037749.10	47.66	47.7	33.37	36.8	56.31	38.16	37.3	39.56	39.51	38.78	45.6	47.63
ENSG00000037757.12	7.76	7.08	6.15	5.57	5.96	3.16	2.54	7.91	3.07	3.96	6.6	5.4
ENSG00000037897.15	1.31	0.24	1.99	4.77	1.42	1.08	3.39	0.44	1.27	2.24	3.32	1.1
ENSG00000038002.7	8.9	27.83	8.95	13.83	29.35	7.4	10.69	6.86	6.87	11.69	9.33	20.43
ENSG00000038210.12	5.7	4.99	3.74	4.3	6.88	22.69	13.88	10.47	10.5	10.41	6.41	5.88
ENSG00000038219.11	162.22	96.71	126.44	154.5	100.41	94.46	74.16	64.33	107.85	85.75	103.4	142.37
ENSG00000038274.15	48.26	46.91	41.67	33.05	75.29	110.02	92.85	93.65	86.94	100.99	47.48	40.92
ENSG00000038358.13	18	17.65	10.64	13.45	17.94	5.14	7.88	3.68	5	7.81	11.13	7.18
ENSG00000038382.16	12.53	14.52	11.36	6.12	18.66	4.24	6.71	8.17	4.49	8.37	25.44	10.14
ENSG00000038427.14	311.41	209.04	203.3	156.28	191.91	141.45	116.7	216.97	100.97	112.75	313.48	314.74
ENSG00000038532.13	8.13	14.08	9.72	9.07	11.18	5.23	6	4.65	5.46	5.31	20.36	5.69
ENSG00000038945.13	2.33	2.79	1.46	0.48	2.91	3.51	8.03	2.81	2.23	3.11	1.05	2.13
ENSG00000039068.17	0.87	1.45	2.54	0.82	1.06	3.24	3.33	0.67	2.23	2.99	3.05	2.34
ENSG00000039123.14	25.11	20.03	14.44	16.82	27.03	13.36	10.09	21.33	11.01	12.38	34.99	18.18
ENSG00000039319.15	61.78	37.37	75.31	106.85	49.58	70.09	30.62	33.12	48.74	48.37	43.47	73.88
ENSG00000039523.16	13.95	8.51	5.89	8.25	11.12	3.14	2.3	4.35	4.92	7.31	15.76	6.31
ENSG00000039650.8	4.19	6.33	2.41	3.79	4.12	3.61	2.56	4.87	1.89	4.27	8.6	3.79
ENSG00000040199.17	3.31	2.29	3.73	4.96	2.56	6	4.45	6.28	10.86	4	2.39	2.34
ENSG00000040275.15	8.52	10.03	10.7	8.22	23.18	5.13	11.92	7.31	5.11	9.99	9.08	12.17
ENSG00000040341.16	37.97	29.81	30.27	32.2	38.51	23.99	15.34	22.39	14.02	23.7	61.58	41.53
ENSG00000040487.11	2.06	2.22	2.86	2.79	1.55	0.66	0.92	1.01	1.27	1.19	3.23	2.81
ENSG00000040531.13	6.41	4.64	4.05	4.97	5.47	2.27	5.88	3.85	3.7	3.4	2.93	5.19
ENSG00000040608.12	0.48	0.99	0.39	1.33	0.3	0	0	0.14	0.37	0.34	0	0.52
ENSG00000040633.11	16.17	14.73	12.23	5.44	10.22	5.51	8.2	13.68	8.19	7.9	22.36	10.51
ENSG00000040933.14	43.54	43.85	41.53	36.83	56.17	20.25	14.56	17.53	18.1	31.38	43.86	28.35
ENSG00000041353.8	6.05	5.41	5.18	6.97	5.33	8.34	5.3	8.4	7.39	5.3	6.36	4.28
ENSG00000041357.14	20.07	19.96	17.21	21	44.11	119.31	123.39	112.97	95.5	48.8	21.89	25.49
ENSG00000041802.9	18.06	17.81	15.03	10.15	18.48	11.66	7.51	11.81	6.37	8.47	21.11	12.48
ENSG00000041880.13	0.83	1.53	3.28	0.96	1.93	1.99	2.42	4.24	1.42	4.19	2.39	1.83
ENSG00000041988.14	2.92	3.49	3.17	2.1	3.57	2.47	1.99	5.13	2	3.91	5.66	2.94
ENSG00000042062.10	4.02	3.81	3.29	2.77	4.56	3.32	3.37	1.79	3.39	6.09	4.76	3.29
ENSG00000042088.12	10.54	5.72	3.71	7.91	8.2	3.29	1.63	3.65	2.89	5.44	10.44	7.21
ENSG00000042286.13	1.16	1.47	0.89	1.15	3.88	0.62	0.66	1.76	0.42	0.98	1.13	0.71
ENSG00000042317.15	1.97	1.47	3.38	2.44	3.4	0.73	1.43	1.95	0.58	1.77	6.39	3.88
